step,x,y
309,23,6
310,24,6
311,24,5
312,24,4
313,25,4
314,25,5
315,25,6
316,26,6
317,26,5
318,26,4
319,26,3
320,25,3
321,25,2
322,25,1
323,25,0
324,26,0
325,26,1
326,26,2
327,27,2
328,27,1
329,27,0
330,28,0
331,28,1
332,28,2
333,29,2
334,29,1
335,29,0
336,30,0
337,31,0
338,31,1
339,30,1
340,30,2
341,31,2
342,31,3
343,30,3
344,29,3
345,28,3
346,27,3
347,27,4
348,28,4
349,29,4
350,30,4
351,31,4
352,31,5
353,30,5
354,29,5
355,28,5
356,27,5
357,27,6
358,28,6
359,29,6
360,30,6
361,31,6
362,31,7
363,30,7
364,29,7
365,29,8
366,30,8
367,31,8
368,31,9
369,30,9
370,29,9
371,28,9
372,28,8
373,28,7
374,27,7
375,27,8
376,27,9
377,26,9
378,26,8
379,26,7
380,25,7
381,24,7
382,23,7
383,23,8
384,24,8
385,25,8
386,25,9
387,24,9
388,23,9
389,23,10
390,24,10
391,25,10
392,25,11
393,24,11
394,23,11
395,23,12
396,24,12
397,25,12
398,26,12
399,26,11
400,26,10
401,27,10
402,27,11
403,27,12
404,28,12
405,28,11
406,28,10
407,29,10
408,30,10
409,31,10
410,31,11
411,30,11
412,29,11
413,29,12
414,30,12
415,31,12
416,31,13
417,30,13
418,29,13
419,28,13
420,27,13
421,27,14
422,28,14
423,29,14
424,30,14
425,31,14
426,31,15
427,30,15
428,29,15
429,28,15
430,27,15
431,27,16
432,28,16
433,29,16
434,30,16
435,31,16
436,31,17
437,30,17
438,29,17
439,29,18
440,30,18
441,31,18
442,31,19
443,30,19
444,29,19
445,28,19
446,28,18
447,28,17
448,27,17
449,27,18
450,27,19
451,26,19
452,25,19
453,25,18
454,26,18
455,26,17
456,25,17
457,25,16
458,26,16
459,26,15
460,26,14
461,26,13
462,25,13
463,25,14
464,25,15
465,24,15
466,24,14
467,24,13
468,23,13
469,23,14
470,23,15
471,23,16
472,24,16
473,24,17
474,23,17
475,23,18
476,24,18
477,24,19
478,23,19
479,22,19
480,21,19
481,21,18
482,22,18
483,22,17
484,21,17
485,21,16
486,22,16
487,22,15
488,21,15
489,21,14
490,22,14
491,22,13
492,21,13
493,20,13
494,20,14
495,20,15
496,20,16
497,20,17
498,20,18
499,20,19
500,19,19
501,19,18
502,19,17
503,19,16
504,19,15
505,19,14
506,19,13
507,18,13
508,18,14
509,18,15
510,18,16
511,18,17
512,18,18
513,18,19
514,17,19
515,17,18
516,17,17
517,17,16
518,17,15
519,17,14
520,17,13
521,16,13
522,15,13
523,15,14
524,16,14
525,16,15
526,15,15
527,15,16
528,16,16
529,16,17
530,15,17
531,15,18
532,16,18
533,16,19
534,15,19
535,14,19
536,13,19
537,13,18
538,14,18
539,14,17
540,13,17
541,13,16
542,14,16
543,14,15
544,13,15
545,13,14
546,14,14
547,14,13
548,13,13
549,12,13
550,12,14
551,12,15
552,12,16
553,12,17
554,12,18
555,12,19
556,11,19
557,11,18
558,11,17
559,11,16
560,11,15
561,11,14
562,11,13
563,10,13
564,10,14
565,10,15
566,10,16
567,10,17
568,10,18
569,10,19
570,9,19
571,9,18
572,9,17
573,9,16
574,9,15
575,9,14
576,9,13
577,8,13
578,8,14
579,8,15
580,8,16
581,8,17
582,8,18
583,8,19
584,7,19
585,7,18
586,7,17
587,7,16
588,7,15
589,7,14
590,7,13
591,6,13
592,6,14
593,6,15
594,6,16
595,6,17
596,6,18
597,6,19
598,5,19
599,5,18
600,5,17
601,5,16
602,5,15
603,5,14
604,5,13
605,4,13
606,4,14
607,4,15
608,3,15
609,3,14
610,3,13
611,2,13
612,1,13
613,0,13
614,0,14
615,1,14
616,2,14
617,2,15
618,1,15
619,0,15
620,0,16
621,1,16
622,2,16
623,3,16
624,4,16
625,4,17
626,3,17
627,2,17
628,1,17
629,0,17
630,0,18
631,1,18
632,2,18
633,3,18
634,4,18
635,4,19
636,3,19
637,2,19
638,1,19
639,0,19
640,0,20
641,1,20
642,2,20
643,3,20
644,4,20
645,4,21
646,3,21
647,2,21
648,1,21
649,0,21
650,0,22
651,1,22
652,2,22
653,3,22
654,4,22
655,4,23
656,3,23
657,2,23
658,1,23
659,0,23
660,0,24
661,1,24
662,2,24
663,2,25
664,1,25
665,0,25
666,0,26
667,1,26
668,2,26
669,3,26
670,3,25
671,3,24
672,4,24
673,4,25
674,4,26
675,5,26
676,6,26
677,6,25
678,5,25
679,5,24
680,6,24
681,6,23
682,5,23
683,5,22
684,6,22
685,6,21
686,5,21
687,5,20
688,6,20
689,7,20
690,8,20
691,8,21
692,7,21
693,7,22
694,8,22
695,8,23
696,7,23
697,7,24
698,8,24
699,8,25
700,7,25
701,7,26
702,8,26
703,9,26
704,10,26
705,10,25
706,9,25
707,9,24
708,10,24
709,10,23
710,9,23
711,9,22
712,10,22
713,10,21
714,9,21
715,9,20
716,10,20
717,11,20
718,11,21
719,11,22
720,11,23
721,11,24
722,11,25
723,11,26
724,12,26
725,12,25
726,12,24
727,12,23
728,12,22
729,12,21
730,12,20
731,13,20
732,13,21
733,13,22
734,13,23
735,13,24
736,13,25
737,13,26
738,14,26
739,14,25
740,14,24
741,14,23
742,14,22
743,14,21
744,14,20
745,15,20
746,15,21
747,15,22
748,15,23
749,15,24
750,15,25
751,15,26
752,16,26
753,16,25
754,16,24
755,16,23
756,16,22
757,16,21
758,16,20
759,17,20
760,17,21
761,17,22
762,17,23
763,17,24
764,17,25
765,17,26
766,18,26
767,18,25
768,18,24
769,18,23
770,18,22
771,18,21
772,18,20
773,19,20
774,19,21
775,19,22
776,19,23
777,19,24
778,19,25
779,19,26
780,20,26
781,20,25
782,20,24
783,20,23
784,20,22
785,20,21
786,20,20
787,21,20
788,21,21
789,21,22
790,21,23
791,21,24
792,21,25
793,21,26
794,22,26
795,22,25
796,22,24
797,22,23
798,22,22
799,22,21
800,22,20
801,23,20
802,24,20
803,24,21
804,23,21
805,23,22
806,24,22
807,24,23
808,23,23
809,23,24
810,23,25
811,23,26
812,24,26
813,24,25
814,24,24
815,25,24
816,25,25
817,25,26
818,26,26
819,26,25
820,26,24
821,26,23
822,25,23
823,25,22
824,26,22
825,26,21
826,25,21
827,25,20
828,26,20
829,27,20
830,27,21
831,27,22
832,28,22
833,28,21
834,28,20
835,29,20
836,30,20
837,31,20
838,31,21
839,30,21
840,29,21
841,29,22
842,30,22
843,31,22
844,31,23
845,30,23
846,29,23
847,28,23
848,27,23
849,27,24
850,28,24
851,29,24
852,30,24
853,31,24
854,31,25
855,30,25
856,29,25
857,28,25
858,27,25
859,27,26
860,28,26
861,29,26
862,30,26
863,31,26
864,31,27
865,30,27
866,29,27
867,29,28
868,30,28
869,31,28
870,31,29
871,30,29
872,29,29
873,28,29
874,28,28
875,28,27
876,27,27
877,27,28
878,27,29
879,26,29
880,26,28
881,26,27
882,25,27
883,25,28
884,25,29
885,24,29
886,24,28
887,24,27
888,23,27
889,22,27
890,22,28
891,23,28
892,23,29
893,22,29
894,22,30
895,22,31
896,23,31
897,23,30
898,24,30
899,24,31
900,25,31
901,25,30
902,26,30
903,26,31
904,27,31
905,27,30
906,28,30
907,29,30
908,30,30
909,31,30
910,31,31
911,30,31
912,29,31
913,28,31
914,28,32
915,29,32
916,30,32
917,31,32
918,31,33
919,30,33
920,30,34
921,31,34
922,31,35
923,30,35
924,29,35
925,29,34
926,29,33
927,28,33
928,28,34
929,28,35
930,27,35
931,27,34
932,27,33
933,27,32
934,26,32
935,26,33
936,26,34
937,26,35
938,25,35
939,25,34
940,25,33
941,25,32
942,24,32
943,24,33
944,24,34
945,24,35
946,23,35
947,23,34
948,23,33
949,23,32
950,22,32
951,22,33
952,22,34
953,22,35
954,21,35
955,20,35
956,20,34
957,21,34
958,21,33
959,20,33
960,20,32
961,21,32
962,21,31
963,20,31
964,20,30
965,21,30
966,21,29
967,21,28
968,21,27
969,20,27
970,20,28
971,20,29
972,19,29
973,19,28
974,19,27
975,18,27
976,18,28
977,17,28
978,17,27
979,16,27
980,16,28
981,16,29
982,17,29
983,18,29
984,18,30
985,19,30
986,19,31
987,18,31
988,17,31
989,17,30
990,16,30
991,16,31
992,16,32
993,17,32
994,18,32
995,19,32
996,19,33
997,19,34
998,19,35
999,18,35
1000,18,34
1001,18,33
1002,17,33
1003,16,33
1004,16,34
1005,17,34
1006,17,35
1007,16,35
1008,15,35
1009,15,34
1010,14,34
1011,14,35
1012,13,35
1013,13,34
1014,13,33
1015,14,33
1016,15,33
1017,15,32
1018,14,32
1019,13,32
1020,13,31
1021,14,31
1022,15,31
1023,15,30
1024,14,30
1025,13,30
1026,13,29
1027,14,29
1028,15,29
1029,15,28
1030,15,27
1031,14,27
1032,14,28
1033,13,28
1034,13,27
1035,12,27
1036,12,28
1037,12,29
1038,11,29
1039,11,28
1040,11,27
1041,10,27
1042,10,28
1043,10,29
1044,10,30
1045,11,30
1046,12,30
1047,12,31
1048,11,31
1049,10,31
1050,10,32
1051,11,32
1052,12,32
1053,12,33
1054,12,34
1055,12,35
1056,11,35
1057,11,34
1058,11,33
1059,10,33
1060,10,34
1061,10,35
1062,9,35
1063,8,35
1064,8,34
1065,9,34
1066,9,33
1067,8,33
1068,8,32
1069,9,32
1070,9,31
1071,8,31
1072,8,30
1073,9,30
1074,9,29
1075,8,29
1076,8,28
1077,9,28
1078,9,27
1079,8,27
1080,7,27
1081,6,27
1082,6,28
1083,7,28
1084,7,29
1085,6,29
1086,6,30
1087,7,30
1088,7,31
1089,6,31
1090,5,31
1091,5,30
1092,5,29
1093,5,28
1094,5,27
1095,4,27
1096,4,28
1097,4,29
1098,3,29
1099,3,28
1100,3,27
1101,2,27
1102,1,27
1103,0,27
1104,0,28
1105,1,28
1106,2,28
1107,2,29
1108,1,29
1109,0,29
1110,0,30
1111,1,30
1112,2,30
1113,3,30
1114,4,30
1115,4,31
1116,3,31
1117,2,31
1118,1,31
1119,0,31
1120,0,32
1121,1,32
1122,2,32
1123,3,32
1124,4,32
1125,5,32
1126,6,32
1127,7,32
1128,7,33
1129,6,33
1130,5,33
1131,5,34
1132,6,34
1133,7,34
1134,7,35
1135,6,35
1136,5,35
1137,4,35
1138,4,34
1139,4,33
1140,3,33
1141,3,34
1142,3,35
1143,2,35
1144,2,34
1145,2,33
1146,1,33
1147,0,33
1148,0,34
1149,1,34
1150,1,35
1151,0,35
1152,0,36
1153,1,36
1154,2,36
1155,3,36
1156,3,37
1157,2,37
1158,1,37
1159,0,37
1160,0,38
1161,1,38
1162,1,39
1163,0,39
1164,0,40
1165,1,40
1166,2,40
1167,2,39
1168,2,38
1169,3,38
1170,3,39
1171,3,40
1172,4,40
1173,4,39
1174,4,38
1175,4,37
1176,4,36
1177,5,36
1178,6,36
1179,6,37
1180,5,37
1181,5,38
1182,6,38
1183,6,39
1184,5,39
1185,5,40
1186,6,40
1187,7,40
1188,7,39
1189,7,38
1190,7,37
1191,7,36
1192,8,36
1193,9,36
1194,9,37
1195,8,37
1196,8,38
1197,9,38
1198,9,39
1199,8,39
1200,8,40
1201,9,40
1202,10,40
1203,11,40
1204,11,39
1205,10,39
1206,10,38
1207,10,37
1208,10,36
1209,11,36
1210,11,37
1211,11,38
1212,12,38
1213,12,37
1214,12,36
1215,13,36
1216,14,36
1217,14,37
1218,13,37
1219,13,38
1220,14,38
1221,14,39
1222,13,39
1223,12,39
1224,12,40
1225,13,40
1226,14,40
1227,15,40
1228,15,39
1229,15,38
1230,15,37
1231,15,36
1232,16,36
1233,17,36
1234,17,37
1235,16,37
1236,16,38
1237,17,38
1238,18,38
1239,18,37
1240,18,36
1241,19,36
1242,20,36
1243,20,37
1244,19,37
1245,19,38
1246,20,38
1247,20,39
1248,19,39
1249,18,39
1250,17,39
1251,16,39
1252,16,40
1253,17,40
1254,18,40
1255,19,40
1256,20,40
1257,20,41
1258,19,41
1259,18,41
1260,17,41
1261,16,41
1262,16,42
1263,17,42
1264,18,42
1265,19,42
1266,20,42
1267,20,43
1268,19,43
1269,19,44
1270,20,44
1271,20,45
1272,19,45
1273,18,45
1274,18,44
1275,18,43
1276,17,43
1277,16,43
1278,16,44
1279,17,44
1280,17,45
1281,16,45
1282,15,45
1283,15,44
1284,15,43
1285,15,42
1286,15,41
1287,14,41
1288,14,42
1289,14,43
1290,14,44
1291,14,45
1292,13,45
1293,13,44
1294,13,43
1295,13,42
1296,13,41
1297,12,41
1298,11,41
1299,11,42
1300,12,42
1301,12,43
1302,11,43
1303,11,44
1304,12,44
1305,12,45
1306,11,45
1307,10,45
1308,9,45
1309,9,44
1310,10,44
1311,10,43
1312,9,43
1313,9,42
1314,10,42
1315,10,41
1316,9,41
1317,8,41
1318,7,41
1319,7,42
1320,8,42
1321,8,43
1322,7,43
1323,7,44
1324,8,44
1325,8,45
1326,7,45
1327,6,45
1328,6,44
1329,6,43
1330,6,42
1331,6,41
1332,5,41
1333,5,42
1334,5,43
1335,5,44
1336,5,45
1337,4,45
1338,4,44
1339,4,43
1340,4,42
1341,4,41
1342,3,41
1343,3,42
1344,3,43
1345,2,43
1346,2,42
1347,2,41
1348,1,41
1349,0,41
1350,0,42
1351,1,42
1352,1,43
1353,0,43
1354,0,44
1355,1,44
1356,2,44
1357,3,44
1358,3,45
1359,2,45
1360,1,45
1361,0,45
1362,0,46
1363,1,46
1364,2,46
1365,2,47
1366,1,47
1367,0,47
1368,0,48
1369,1,48
1370,2,48
1371,3,48
1372,3,47
1373,3,46
1374,4,46
1375,4,47
1376,4,48
1377,5,48
1378,5,47
1379,5,46
1380,6,46
1381,6,47
1382,6,48
1383,7,48
1384,7,47
1385,7,46
1386,8,46
1387,8,47
1388,8,48
1389,9,48
1390,9,47
1391,9,46
1392,10,46
1393,11,46
1394,12,46
1395,12,47
1396,11,47
1397,10,47
1398,10,48
1399,11,48
1400,12,48
1401,12,49
1402,11,49
1403,10,49
1404,10,50
1405,11,50
1406,12,50
1407,12,51
1408,12,52
1409,11,52
1410,11,51
1411,10,51
1412,10,52
1413,9,52
1414,9,51
1415,9,50
1416,9,49
1417,8,49
1418,8,50
1419,8,51
1420,8,52
1421,7,52
1422,7,51
1423,7,50
1424,7,49
1425,6,49
1426,6,50
1427,6,51
1428,6,52
1429,5,52
1430,5,51
1431,5,50
1432,5,49
1433,4,49
1434,4,50
1435,4,51
1436,4,52
1437,3,52
1438,3,51
1439,3,50
1440,3,49
1441,2,49
1442,1,49
1443,0,49
1444,0,50
1445,1,50
1446,2,50
1447,2,51
1448,1,51
1449,0,51
1450,0,52
1451,1,52
1452,2,52
1453,2,53
1454,1,53
1455,0,53
1456,0,54
1457,0,55
1458,1,55
1459,1,54
1460,2,54
1461,2,55
1462,3,55
1463,3,54
1464,3,53
1465,4,53
1466,4,54
1467,4,55
1468,5,55
1469,5,54
1470,5,53
1471,6,53
1472,6,54
1473,6,55
1474,7,55
1475,7,54
1476,7,53
1477,8,53
1478,8,54
1479,8,55
1480,9,55
1481,9,54
1482,9,53
1483,10,53
1484,10,54
1485,10,55
1486,10,56
1487,9,56
1488,9,57
1489,10,57
1490,10,58
1491,9,58
1492,8,58
1493,8,57
1494,8,56
1495,7,56
1496,7,57
1497,7,58
1498,6,58
1499,6,57
1500,6,56
1501,5,56
1502,5,57
1503,5,58
1504,4,58
1505,4,57
1506,4,56
1507,3,56
1508,3,57
1509,3,58
1510,2,58
1511,2,57
1512,2,56
1513,1,56
1514,0,56
1515,0,57
1516,1,57
1517,1,58
1518,0,58
1519,0,59
1520,1,59
1521,2,59
1522,2,60
1523,1,60
1524,0,60
1525,0,61
1526,1,61
1527,2,61
1528,2,62
1529,1,62
1530,0,62
1531,0,63
1532,1,63
1533,2,63
1534,3,63
1535,3,62
1536,3,61
1537,3,60
1538,3,59
1539,4,59
1540,5,59
1541,5,60
1542,4,60
1543,4,61
1544,5,61
1545,5,62
1546,4,62
1547,4,63
1548,5,63
1549,6,63
1550,6,62
1551,6,61
1552,6,60
1553,6,59
1554,7,59
1555,8,59
1556,8,60
1557,7,60
1558,7,61
1559,8,61
1560,8,62
1561,7,62
1562,7,63
1563,8,63
1564,9,63
1565,9,62
1566,9,61
1567,9,60
1568,9,59
1569,10,59
1570,10,60
1571,10,61
1572,10,62
1573,10,63
1574,11,63
1575,11,62
1576,11,61
1577,11,60
1578,11,59
1579,12,59
1580,12,60
1581,12,61
1582,12,62
1583,12,63
1584,13,63
1585,13,62
1586,14,62
1587,14,63
1588,15,63
1589,15,62
1590,15,61
1591,14,61
1592,13,61
1593,13,60
1594,13,59
1595,14,59
1596,14,60
1597,15,60
1598,15,59
1599,15,58
1600,14,58
1601,13,58
1602,12,58
1603,11,58
1604,11,57
1605,12,57
1606,13,57
1607,14,57
1608,15,57
1609,15,56
1610,14,56
1611,13,56
1612,12,56
1613,11,56
1614,11,55
1615,11,54
1616,11,53
1617,12,53
1618,12,54
1619,12,55
1620,13,55
1621,13,54
1622,14,54
1623,14,55
1624,15,55
1625,15,54
1626,15,53
1627,14,53
1628,13,53
1629,13,52
1630,14,52
1631,15,52
1632,15,51
1633,14,51
1634,13,51
1635,13,50
1636,14,50
1637,15,50
1638,15,49
1639,14,49
1640,13,49
1641,13,48
1642,13,47
1643,13,46
1644,14,46
1645,14,47
1646,14,48
1647,15,48
1648,15,47
1649,15,46
1650,16,46
1651,16,47
1652,16,48
1653,17,48
1654,17,47
1655,17,46
1656,18,46
1657,18,47
1658,18,48
1659,19,48
1660,19,47
1661,19,46
1662,20,46
1663,20,47
1664,20,48
1665,20,49
1666,19,49
1667,18,49
1668,17,49
1669,16,49
1670,16,50
1671,16,51
1672,17,51
1673,17,50
1674,18,50
1675,18,51
1676,19,51
1677,19,50
1678,20,50
1679,20,51
1680,20,52
1681,19,52
1682,18,52
1683,17,52
1684,16,52
1685,16,53
1686,17,53
1687,18,53
1688,19,53
1689,20,53
1690,20,54
1691,19,54
1692,18,54
1693,17,54
1694,16,54
1695,16,55
1696,17,55
1697,18,55
1698,19,55
1699,20,55
1700,20,56
1701,19,56
1702,18,56
1703,17,56
1704,16,56
1705,16,57
1706,17,57
1707,18,57
1708,19,57
1709,20,57
1710,20,58
1711,19,58
1712,18,58
1713,17,58
1714,16,58
1715,16,59
1716,17,59
1717,18,59
1718,19,59
1719,20,59
1720,20,60
1721,19,60
1722,18,60
1723,17,60
1724,16,60
1725,16,61
1726,16,62
1727,16,63
1728,17,63
1729,17,62
1730,17,61
1731,18,61
1732,18,62
1733,18,63
1734,19,63
1735,19,62
1736,19,61
1737,20,61
1738,20,62
1739,20,63
1740,21,63
1741,21,62
1742,21,61
1743,21,60
1744,22,60
1745,22,61
1746,22,62
1747,22,63
1748,23,63
1749,23,62
1750,23,61
1751,24,61
1752,24,62
1753,24,63
1754,25,63
1755,26,63
1756,26,62
1757,25,62
1758,25,61
1759,26,61
1760,26,60
1761,25,60
1762,24,60
1763,23,60
1764,23,59
1765,22,59
1766,21,59
1767,21,58
1768,21,57
1769,22,57
1770,22,58
1771,23,58
1772,23,57
1773,24,57
1774,24,58
1775,24,59
1776,25,59
1777,26,59
1778,26,58
1779,25,58
1780,25,57
1781,26,57
1782,26,56
1783,25,56
1784,24,56
1785,23,56
1786,22,56
1787,21,56
1788,21,55
1789,22,55
1790,23,55
1791,24,55
1792,25,55
1793,26,55
1794,26,54
1795,25,54
1796,24,54
1797,23,54
1798,22,54
1799,21,54
1800,21,53
1801,22,53
1802,23,53
1803,24,53
1804,25,53
1805,26,53
1806,26,52
1807,25,52
1808,25,51
1809,24,51
1810,24,52
1811,23,52
1812,23,51
1813,22,51
1814,22,52
1815,21,52
1816,21,51
1817,21,50
1818,22,50
1819,23,50
1820,24,50
1821,25,50
1822,25,49
1823,24,49
1824,23,49
1825,22,49
1826,21,49
1827,21,48
1828,22,48
1829,23,48
1830,24,48
1831,25,48
1832,25,47
1833,24,47
1834,23,47
1835,22,47
1836,21,47
1837,21,46
1838,22,46
1839,23,46
1840,24,46
1841,25,46
1842,25,45
1843,24,45
1844,23,45
1845,22,45
1846,21,45
1847,21,44
1848,22,44
1849,23,44
1850,24,44
1851,25,44
1852,25,43
1853,24,43
1854,23,43
1855,22,43
1856,21,43
1857,21,42
1858,22,42
1859,23,42
1860,24,42
1861,25,42
1862,25,41
1863,24,41
1864,23,41
1865,22,41
1866,21,41
1867,21,40
1868,21,39
1869,22,39
1870,22,40
1871,23,40
1872,24,40
1873,24,39
1874,23,39
1875,23,38
1876,22,38
1877,21,38
1878,21,37
1879,21,36
1880,22,36
1881,22,37
1882,23,37
1883,23,36
1884,24,36
1885,25,36
1886,25,37
1887,24,37
1888,24,38
1889,25,38
1890,25,39
1891,25,40
1892,26,40
1893,26,39
1894,26,38
1895,26,37
1896,26,36
1897,27,36
1898,27,37
1899,27,38
1900,28,38
1901,28,37
1902,28,36
1903,29,36
1904,29,37
1905,29,38
1906,29,39
1907,28,39
1908,27,39
1909,27,40
1910,28,40
1911,29,40
1912,29,41
1913,28,41
1914,27,41
1915,26,41
1916,26,42
1917,27,42
1918,28,42
1919,29,42
1920,29,43
1921,28,43
1922,27,43
1923,26,43
1924,26,44
1925,27,44
1926,28,44
1927,29,44
1928,29,45
1929,28,45
1930,27,45
1931,26,45
1932,26,46
1933,27,46
1934,28,46
1935,29,46
1936,30,46
1937,30,47
1938,29,47
1939,28,47
1940,27,47
1941,26,47
1942,26,48
1943,27,48
1944,28,48
1945,29,48
1946,30,48
1947,30,49
1948,29,49
1949,28,49
1950,27,49
1951,26,49
1952,26,50
1953,26,51
1954,27,51
1955,27,50
1956,28,50
1957,28,51
1958,29,51
1959,29,50
1960,30,50
1961,30,51
1962,30,52
1963,29,52
1964,28,52
1965,27,52
1966,27,53
1967,28,53
1968,29,53
1969,30,53
1970,30,54
1971,29,54
1972,28,54
1973,27,54
1974,27,55
1975,28,55
1976,29,55
1977,30,55
1978,30,56
1979,29,56
1980,28,56
1981,27,56
1982,27,57
1983,28,57
1984,29,57
1985,30,57
1986,30,58
1987,29,58
1988,28,58
1989,27,58
1990,27,59
1991,28,59
1992,29,59
1993,30,59
1994,30,60
1995,29,60
1996,28,60
1997,27,60
1998,27,61
1999,28,61
2000,28,62
2001,27,62
2002,27,63
2003,28,63
2004,29,63
2005,29,62
2006,29,61
2007,30,61
2008,30,62
2009,30,63
2010,31,63
2011,31,62
2012,31,61
2013,31,60
2014,32,60
2015,32,61
2016,32,62
2017,32,63
2018,33,63
2019,33,62
2020,34,62
2021,34,63
2022,35,63
2023,35,62
2024,35,61
2025,34,61
2026,33,61
2027,33,60
2028,34,60
2029,35,60
2030,35,59
2031,34,59
2032,33,59
2033,32,59
2034,31,59
2035,31,58
2036,31,57
2037,32,57
2038,32,58
2039,33,58
2040,33,57
2041,34,57
2042,34,58
2043,35,58
2044,35,57
2045,35,56
2046,34,56
2047,33,56
2048,32,56
2049,31,56
2050,31,55
2051,32,55
2052,33,55
2053,34,55
2054,35,55
2055,35,54
2056,34,54
2057,33,54
2058,32,54
2059,31,54
2060,31,53
2061,32,53
2062,33,53
2063,34,53
2064,35,53
2065,35,52
2066,34,52
2067,33,52
2068,32,52
2069,31,52
2070,31,51
2071,32,51
2072,33,51
2073,34,51
2074,35,51
2075,35,50
2076,34,50
2077,33,50
2078,32,50
2079,31,50
2080,31,49
2081,32,49
2082,33,49
2083,34,49
2084,35,49
2085,35,48
2086,34,48
2087,33,48
2088,32,48
2089,31,48
2090,31,47
2091,31,46
2092,32,46
2093,32,47
2094,33,47
2095,33,46
2096,34,46
2097,34,47
2098,35,47
2099,35,46
2100,35,45
2101,34,45
2102,33,45
2103,32,45
2104,31,45
2105,30,45
2106,30,44
2107,31,44
2108,32,44
2109,33,44
2110,34,44
2111,35,44
2112,35,43
2113,34,43
2114,33,43
2115,32,43
2116,31,43
2117,30,43
2118,30,42
2119,30,41
2120,31,41
2121,31,42
2122,32,42
2123,32,41
2124,33,41
2125,33,42
2126,34,42
2127,35,42
2128,35,41
2129,34,41
2130,34,40
2131,35,40
2132,35,39
2133,34,39
2134,33,39
2135,33,40
2136,32,40
2137,32,39
2138,31,39
2139,31,40
2140,30,40
