step,x,y
0,0,0
1,1,0
2,2,0
3,3,0
4,3,1
5,2,1
6,1,1
7,0,1
8,0,2
9,1,2
10,2,2
11,3,2
12,3,3
13,2,3
14,1,3
15,0,3
16,0,4
17,1,4
18,1,5
19,0,5
20,0,6
21,1,6
22,2,6
23,2,5
24,2,4
25,3,4
26,3,5
27,3,6
28,4,6
29,4,5
30,5,5
31,5,6
32,6,6
33,6,5
34,6,4
35,5,4
36,4,4
37,4,3
38,5,3
39,6,3
40,6,2
41,5,2
42,4,2
43,4,1
44,4,0
45,5,0
46,5,1
47,6,1
48,6,0
